title,type,agency_names,abstract,citation,document_number,html_url,pdf_url,publication_date
Hazardous Materials: Notice of Applications for Special Permits,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the procedures governing the application for, and the processing of, special permits from the Department of Transportation's Hazardous Material Regulations, notice is hereby given that the Office of Hazardous Materials Safety has received the application described herein. Each mode of transportation for which a particular special permit is requested is indicated by a number in the ``Nature of Application'' portion of the table below as follows: 1-- Motor vehicle, 2--Rail freight, 3--Cargo vessel, 4--Cargo aircraft only, 5-- Passenger-carrying aircraft.",83 FR 64429, 2018-27110,https://www.federalregister.gov/documents/2018/12/14/2018-27110/hazardous-materials-notice-of-applications-for-special-permits,https://www.govinfo.gov/content/pkg/FR-2018-12-14/pdf/2018-27110.pdf,12/14/2018
Pipeline Safety: Random Drug Testing Rate; Management Information System Reporting; and Obtaining Drug and Alcohol Management Information System Sign-In Information,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA has determined that the minimum random drug testing rate for covered employees will remain at 50 percent during calendar year 2019. Operators are reminded that drug and alcohol testing information must be submitted for contractors who are performing or are ready to perform covered functions. For calendar year 2018 reporting, the ``user name'' and ``password'' for the Drug and Alcohol Management Information System (DAMIS) will be available in the PHMSA Portal.",83 FR 63701, 2018-26750,https://www.federalregister.gov/documents/2018/12/11/2018-26750/pipeline-safety-random-drug-testing-rate-management-information-system-reporting-and-obtaining-drug,https://www.govinfo.gov/content/pkg/FR-2018-12-11/pdf/2018-26750.pdf,12/11/2018
Hazardous Materials: Emergency Waiver No. 11,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is issuing an emergency waiver order to persons conducting operations under the direction of Environmental Protection Agency (EPA) Region 10 or United States Coast Guard (USCG) Seventeenth District within the emergency area affected by the November 30, 2018 Alaska earthquake. The Waiver is granted to support the EPA and USCG in taking appropriate actions to prepare for, respond to, and recover from a threat to public health, welfare, or the environment caused by actual or potential oil and hazardous materials incidents resulting from the Alaska earthquake. This Waiver Order is effective immediately and shall remain in effect for 30 days from the date of issuance.",83 FR 63196, 2018-26527,https://www.federalregister.gov/documents/2018/12/07/2018-26527/hazardous-materials-emergency-waiver-no-11,https://www.govinfo.gov/content/pkg/FR-2018-12-07/pdf/2018-26527.pdf,12/07/2018
"Pipeline Safety: Request for Special Permit; Gulf South Pipeline Company, LP",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is publishing this notice to seek public comments on a request for a special permit, seeking relief from compliance with certain requirements in the federal pipeline safety regulations. At the conclusion of the 30-day comment period, PHMSA will review the comments received from this notice as part of its evaluation to grant or deny the special permit request.",83 FR 62952, 2018-26380,https://www.federalregister.gov/documents/2018/12/06/2018-26380/pipeline-safety-request-for-special-permit-gulf-south-pipeline-company-lp,https://www.govinfo.gov/content/pkg/FR-2018-12-06/pdf/2018-26380.pdf,12/06/2018
Pipeline Safety: Meeting of the Voluntary Information-Sharing System Working Group,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,This notice announces a public meeting of the Voluntary Information-sharing System (VIS) Working Group. The VIS Working Group will convene to discuss proposed recommendations to establish a voluntary information-sharing system.,83 FR 60959, 2018-25712,https://www.federalregister.gov/documents/2018/11/27/2018-25712/pipeline-safety-meeting-of-the-voluntary-information-sharing-system-working-group,https://www.govinfo.gov/content/pkg/FR-2018-11-27/pdf/2018-25712.pdf,11/27/2018
Revisions to Civil Penalty Amounts,Rule,Transportation Department; Federal Aviation Administration; Office of the Secretary; Great Lakes St. Lawrence Seaway Development Corporation; Maritime Administration; Pipeline and Hazardous Materials Safety Administration; Federal Railroad Administration; Federal Motor Carrier Safety Administration; National Highway Traffic Safety Administration,"In accordance with the Federal Civil Penalties Inflation Adjustment Act Improvements Act of 2015, this final rule provides the 2018 inflation adjustment to civil penalty amounts that may be imposed for violations of certain DOT regulations. This rule also finalizes the National Highway Traffic Safety Administration's and the Office of the Secretary's catch-up inflation adjustment interim final rules required by the same Act.",83 FR 60732, 2018-24930,https://www.federalregister.gov/documents/2018/11/27/2018-24930/revisions-to-civil-penalty-amounts,https://www.govinfo.gov/content/pkg/FR-2018-11-27/pdf/2018-24930.pdf,11/27/2018
Hazardous Materials: Harmonization With International Standards,Proposed Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"The Pipeline and Hazardous Materials Safety Administration (PHMSA) proposes to amend the Hazardous Materials Regulations (HMR) to maintain alignment with international regulations and standards by incorporating various amendments, including changes to proper shipping names, hazard classes, packing groups, special provisions, packaging authorizations, air transport quantity limitations, and vessel stowage requirements. These revisions are necessary to harmonize the HMR with recent changes made to the International Maritime Dangerous Goods Code, the International Civil Aviation Organization's Technical Instructions for the Safe Transport of Dangerous Goods by Air, and the United Nations Recommendations on the Transport of Dangerous Goods--Model Regulations. Additionally, PHMSA proposes several amendments to the HMR that would allow for increased alignment with the Transport Canada, Transportation of Dangerous Goods (TDG) Regulations.",83 FR 60970, 2018-24620,https://www.federalregister.gov/documents/2018/11/27/2018-24620/hazardous-materials-harmonization-with-international-standards,https://www.govinfo.gov/content/pkg/FR-2018-11-27/pdf/2018-24620.pdf,11/27/2018
"Pipeline Safety: Information Collection Activities, Gas and Liquid Pipeline Safety Program Certification",Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is preparing to request Office of Management and Budget (OMB) approval for the renewal, without change, of the information collection covering the Gas and Liquid Pipeline Safety Program Certifications currently approved under OMB control number 2137-0584. In accordance with the Paperwork Reduction Act of 1995, PHMSA invites comments from affected agencies and members of the public on the information collection detailed below.",83 FR 60557, 2018-25652,https://www.federalregister.gov/documents/2018/11/26/2018-25652/pipeline-safety-information-collection-activities-gas-and-liquid-pipeline-safety-program,https://www.govinfo.gov/content/pkg/FR-2018-11-26/pdf/2018-25652.pdf,11/26/2018
Hazardous Materials: Information Collection Activities,Notice,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"In accordance with the Paperwork Reduction Act of 1995, PHMSA invites comments on this information collection pertaining to hazardous materials transportation for which PHMSA intends to request renewal from the Office of Management and Budget.",83 FR 59446, 2018-25484,https://www.federalregister.gov/documents/2018/11/23/2018-25484/hazardous-materials-information-collection-activities,https://www.govinfo.gov/content/pkg/FR-2018-11-23/pdf/2018-25484.pdf,11/23/2018
Pipeline Safety: Plastic Pipe Rule,Rule,Transportation Department; Pipeline and Hazardous Materials Safety Administration,"PHMSA is amending the Federal Pipeline Safety Regulations that govern the use of plastic piping systems in the transportation of natural and other gas. These amendments are necessary to enhance pipeline safety, adopt innovative technologies and best practices, and respond to petitions from stakeholders. The changes include increasing the design factor of polyethylene pipe; increasing the maximum pressure and diameter for Polyamide-11 pipe and components; allowing the use of Polyamide-12 pipe and components; new standards for risers, more stringent standards for plastic fittings and joints; stronger mechanical fitting requirements; the incorporation by reference of certain new or updated consensus standards for pipe, fittings, and other components; the qualification of procedures and personnel for joining plastic pipe; the installation of plastic pipe; and a number of general provisions.",83 FR 58694, 2018-24925,https://www.federalregister.gov/documents/2018/11/20/2018-24925/pipeline-safety-plastic-pipe-rule,https://www.govinfo.gov/content/pkg/FR-2018-11-20/pdf/2018-24925.pdf,11/20/2018
